generation,best_fitness,average_fitness,plus_1_std,minus_1_std
1,205199.8941895658,40694.867440690105,99619.11191569941,-18229.3770343192
2,214340.6147560317,69255.38087440768,151697.71499153975,-13186.953242724383
3,214340.6147560317,70381.3906843839,158736.36914695654,-17973.58777818871
4,214340.6147560317,47942.87741848942,164814.7529420266,-68928.99810504774
5,214340.6147560317,59270.916863444894,167005.0652890782,-48463.2315621884
6,214340.6147560317,65934.24645753636,150198.90632046724,-18330.413405394516
7,214340.6147560317,66353.82053498848,163214.40089013634,-30506.75982015938
8,214340.6147560317,63856.30356524684,170874.0180495954,-43161.41091910172
9,214340.6147560317,61054.30384917827,156284.85568190878,-34176.24798355223
10,214340.6147560317,63705.80283901994,168669.578634785,-41257.97295674511
11,214340.6147560317,55670.907614955315,131325.7649213055,-19983.949691394868
12,214340.6147560317,57873.4973085648,143013.70627663698,-27266.711659507382
13,214340.6147560317,60676.508057068066,165742.5815998765,-44389.56548574035
14,214340.6147560317,53184.58332623384,188831.95041908117,-82462.78376661349
15,214340.6147560317,53302.18155305354,167059.46092405595,-60455.09781794886
16,231488.8899972015,64851.551082002865,169117.82484840084,-39414.7226843951
17,231488.8899972015,51880.56411404031,197169.81176596365,-93408.68353788301
18,231488.8899972015,79223.78630173918,167845.7244503009,-9398.151846822555
19,231488.8899972015,65419.74416844453,176477.2411810836,-45637.752844194554
20,231488.8899972015,84332.6584784101,184399.51321803452,-15734.19626121434
21,231488.8899972015,65699.03326546341,215993.97801794083,-84595.91148701402
22,231488.8899972015,81046.52255583185,197372.60191495548,-35279.556803291765
23,231488.8899972015,92093.56507719027,184547.9753825061,-360.84522812554496
24,231488.8899972015,87951.2062628783,184210.2481203081,-8307.835594551507
25,231488.8899972015,80849.36345607131,180142.81092981691,-18444.08401767428
26,231488.8899972015,83615.63914139885,193776.34468861937,-26545.066405821693
27,231488.8899972015,96590.64152012288,193198.1194061046,-16.836365858849604
28,231488.8899972015,88247.60192227879,188012.3350709827,-11517.131226425132
29,231488.8899972015,76476.03508545319,223305.7772505913,-70353.70707968491
30,231488.8899972015,72886.84134022472,223065.62108722585,-77291.9384067764
31,231488.8899972015,83020.68374887394,201482.792937171,-35441.42543942311
32,231488.8899972015,95565.26432719067,203609.70376993355,-12479.175115552207
33,231488.8899972015,95450.14048381789,210331.5960388436,-19431.31507120782
34,231488.8899972015,92741.29421830653,241622.17916561256,-56139.59072899948
35,231488.8899972015,84302.2118309548,240569.2225896625,-71964.79892775291
36,231488.8899972015,95098.61234020347,244001.92778034892,-53804.703099941995
37,231488.8899972015,102990.68111328466,206583.8374827922,-602.4752562228969
38,231488.8899972015,120601.33336571346,225292.4670979467,15910.199633480224
39,231488.8899972015,100434.11821088564,231250.2592833467,-30382.02286157543
40,231488.8899972015,109445.39235764081,243770.7737151999,-24879.988999918278
41,231488.8899972015,111613.73253010455,236000.79788213328,-12773.332821924167
42,231488.8899972015,121722.20752441713,234372.82084758827,9071.594201245985
43,231488.8899972015,121685.94682933575,223713.46701220877,19658.42664646273
44,231488.8899972015,122020.4974511037,219896.13168448466,24144.863217722726
45,231488.8899972015,128412.59251293751,247155.65986034792,9669.525165527099
46,231488.8899972015,117736.64888621867,218464.48350216463,17008.814270272705
47,231488.8899972015,113598.3156780948,237565.4214967641,-10368.790140574478
48,231488.8899972015,117144.65824030884,224743.06315862454,9546.253321993136
49,231488.8899972015,129879.45077869807,251499.16545937493,8259.73609802121
50,231488.8899972015,123374.2370267323,252223.67721954393,-5475.203166079329
51,231488.8899972015,127706.6129778595,232516.28589152885,22896.94006419016
